lon,lat,PINN_log_dep
-180.0,-90.0,-3.5861619
-176.9747899159664,-90.0,-3.5694115
-173.94957983193277,-90.0,-3.5544996
-170.92436974789916,-90.0,-3.5412056
-167.89915966386553,-90.0,-3.5289178
-164.87394957983193,-90.0,-3.5176318
-161.84873949579833,-90.0,-3.5073447
-158.8235294117647,-90.0,-3.5036933
-155.7983193277311,-90.0,-3.5047467
-152.7731092436975,-90.0,-3.5068455
-149.74789915966386,-90.0,-3.501951
-146.72268907563026,-90.0,-3.4776585
-143.69747899159665,-90.0,-3.4483163
-140.67226890756302,-90.0,-3.4184937
-137.64705882352942,-90.0,-3.388959
-134.62184873949582,-90.0,-3.3608055
-131.5966386554622,-90.0,-3.3327942
-128.57142857142856,-90.0,-3.3048465
-125.54621848739497,-90.0,-3.292661
-122.52100840336136,-90.0,-3.2826653
-119.49579831932772,-90.0,-3.2772768
-116.47058823529412,-90.0,-3.2710836
-113.44537815126051,-90.0,-3.2605753
-110.4201680672269,-90.0,-3.269421
-107.39495798319328,-90.0,-3.3151135
-104.36974789915966,-90.0,-3.33997
-101.34453781512605,-90.0,-3.353457
-98.31932773109244,-90.0,-3.3669207
-95.29411764705884,-90.0,-3.3768399
-92.2689075630252,-90.0,-3.3865724
-89.2436974789916,-90.0,-3.39633
-86.21848739495799,-90.0,-3.404663
-83.19327731092437,-90.0,-3.4064865
-80.16806722689076,-90.0,-3.4314203
-77.14285714285714,-90.0,-3.492119
-74.11764705882354,-90.0,-3.554287
-71.09243697478992,-90.0,-3.6152563
-68.0672268907563,-90.0,-3.669188
-65.0420168067227,-90.0,-3.6976504
-62.01680672268908,-90.0,-3.7142484
-58.991596638655466,-90.0,-3.7270029
-55.96638655462185,-90.0,-3.7426004
-52.94117647058823,-90.0,-3.7567837
-49.91596638655463,-90.0,-3.760721
-46.89075630252103,-90.0,-3.7544892
-43.8655462184874,-90.0,-3.736228
-40.84033613445379,-90.0,-3.7247612
-37.81512605042016,-90.0,-3.7004123
-34.78991596638656,-90.0,-3.6722195
-31.76470588235296,-90.0,-3.6355681
-28.739495798319325,-90.0,-3.5991206
-25.71428571428572,-90.0,-3.5552135
-22.68907563025209,-90.0,-3.5077007
-19.66386554621849,-90.0,-3.4719143
-16.638655462184886,-90.0,-3.451149
-13.613445378151257,-90.0,-3.4297464
-10.588235294117652,-90.0,-3.4153018
-7.563025210084049,-90.0,-3.42159
-4.537815126050418,-90.0,-3.420687
-1.5126050420168156,-90.0,-3.4054482
1.5126050420167871,-90.0,-3.376158
4.537815126050418,-90.0,-3.3478622
7.563025210084021,-90.0,-3.3226674
10.588235294117652,-90.0,-3.2970862
13.613445378151257,-90.0,-3.2717707
16.638655462184857,-90.0,-3.2532225
19.66386554621849,-90.0,-3.2167373
22.68907563025209,-90.0,-3.201732
25.71428571428572,-90.0,-3.1899297
28.739495798319325,-90.0,-3.1775005
31.764705882352928,-90.0,-3.1644788
34.78991596638656,-90.0,-3.157907
37.81512605042016,-90.0,-3.151367
40.84033613445376,-90.0,-3.1456404
43.8655462184874,-90.0,-3.1393843
46.890756302521,-90.0,-3.1336484
49.9159663865546,-90.0,-3.1283202
52.94117647058823,-90.0,-3.1207216
55.96638655462184,-90.0,-3.12615
58.991596638655466,-90.0,-3.1353831
62.01680672268907,-90.0,-3.1441371
65.04201680672267,-90.0,-3.152022
68.0672268907563,-90.0,-3.166466
71.0924369747899,-90.0,-3.1818306
74.11764705882354,-90.0,-3.1966965
77.14285714285711,-90.0,-3.2099898
80.16806722689074,-90.0,-3.2223237
83.19327731092437,-90.0,-3.2343175
86.21848739495795,-90.0,-3.2433383
89.24369747899158,-90.0,-3.2506318
92.2689075630252,-90.0,-3.2575846
95.29411764705884,-90.0,-3.264184
98.3193277310924,-90.0,-3.2704165
101.34453781512605,-90.0,-3.2762718
104.36974789915968,-90.0,-3.277788
107.39495798319324,-90.0,-3.2785542
110.42016806722688,-90.0,-3.27556
113.44537815126051,-90.0,-3.2676916
116.47058823529407,-90.0,-3.2572665
119.49579831932772,-90.0,-3.2447271
122.52100840336136,-90.0,-3.223371
125.54621848739492,-90.0,-3.2016928
128.57142857142856,-90.0,-3.1852355
131.5966386554622,-90.0,-3.179959
134.62184873949582,-90.0,-3.1764078
137.6470588235294,-90.0,-3.1724086
140.67226890756302,-90.0,-3.167959
143.69747899159665,-90.0,-3.1581984
146.72268907563023,-90.0,-3.147934
149.74789915966386,-90.0,-3.1411016
152.7731092436975,-90.0,-3.1357956
155.79831932773106,-90.0,-3.1391542
158.8235294117647,-90.0,-3.152625
161.84873949579833,-90.0,-3.1632242
164.8739495798319,-90.0,-3.1762006
167.89915966386553,-90.0,-3.1893282
170.92436974789916,-90.0,-3.1897726
173.94957983193274,-90.0,-3.1920764
176.97478991596637,-90.0,-3.1901486
180.0,-90.0,-3.1886
-180.0,-86.94915254237289,-3.365649
-176.9747899159664,-86.94915254237289,-3.3593884
-173.94957983193277,-86.94915254237289,-3.34172
-170.92436974789916,-86.94915254237289,-3.328683
-167.89915966386553,-86.94915254237289,-3.3182318
-164.87394957983193,-86.94915254237289,-3.3088188
-161.84873949579833,-86.94915254237289,-3.2998588
-158.8235294117647,-86.94915254237289,-3.2911186
-155.7983193277311,-86.94915254237289,-3.2878757
-152.7731092436975,-86.94915254237289,-3.2899313
-149.74789915966386,-86.94915254237289,-3.293013
-146.72268907563026,-86.94915254237289,-3.2847679
-143.69747899159665,-86.94915254237289,-3.265149
-140.67226890756302,-86.94915254237289,-3.237898
-137.64705882352942,-86.94915254237289,-3.2234066
-134.62184873949582,-86.94915254237289,-3.2099512
-131.5966386554622,-86.94915254237289,-3.1969147
-128.57142857142856,-86.94915254237289,-3.176017
-125.54621848739497,-86.94915254237289,-3.1521811
-122.52100840336136,-86.94915254237289,-3.1366897
-119.49579831932772,-86.94915254237289,-3.1258857
-116.47058823529412,-86.94915254237289,-3.1193883
-113.44537815126051,-86.94915254237289,-3.1187873
-110.4201680672269,-86.94915254237289,-3.1092908
-107.39495798319328,-86.94915254237289,-3.121355
-104.36974789915966,-86.94915254237289,-3.1535382
-101.34453781512605,-86.94915254237289,-3.1754577
-98.31932773109244,-86.94915254237289,-3.1877968
-95.29411764705884,-86.94915254237289,-3.1981914
-92.2689075630252,-86.94915254237289,-3.208894
-89.2436974789916,-86.94915254237289,-3.2188554
-86.21848739495799,-86.94915254237289,-3.231483
-83.19327731092437,-86.94915254237289,-3.2366083
-80.16806722689076,-86.94915254237289,-3.2393606
-77.14285714285714,-86.94915254237289,-3.2619321
-74.11764705882354,-86.94915254237289,-3.3250806
-71.09243697478992,-86.94915254237289,-3.3885462
-68.0672268907563,-86.94915254237289,-3.4483528
-65.0420168067227,-86.94915254237289,-3.4864154
